id,mName,GraphicType,sndfile,TransFile,width,mImage,has_special,snd_special,has_trans,Frames0,Frames1,Frames2,Frames3,Frames4,Frames5,Rate0,Rate1,Rate2,Rate3,Rate4,Rate5,mMinDLvl,mMaxDLvl,mLevel,mMinHP,mMaxHP,mAi,mFlags,mInt,mHit,mAFNum,mMinDamage,mMaxDamage,mHit2,mAFNum2,mMinDamage2,mMaxDamage2,mArmorClass,mMonstClass,mMagicRes,mMagicRes2,mSelFlag,mTreasure,mExp
MT_BMAGMA,Hell Stone,Monsters\Magma\Magma%c.CL2,Monsters\Magma\Magma%c%i.WAV,Monsters\Magma\Blue.TRN,128,1680,true,true,true,8,10,14,7,18,18,2,1,1,1,1,1,16,20,16,60,80,AI_MAGMA,MFLAG_SEARCH|MFLAG_CAOPEDOOR,2,60,4,2,20,60,14,0,0,50,MC_DEMON,IMMUNE_MAGIC|IMMUNE_FIRE,IMMUNE_MAGIC|IMMUNE_FIRE,7,0,1680,
MT_WMAGMA,Lava Lord,Monsters\Magma\Magma%c.CL2,Monsters\Magma\Magma%c%i.WAV,Monsters\Magma\Wierd.TRN,128,1680,true,true,true,8,10,14,7,18,18,2,1,1,1,1,1,17,21,18,70,85,AI_MAGMA,MFLAG_SEARCH|MFLAG_CAOPEDOOR,3,75,4,4,24,60,14,0,0,60,MC_DEMON,IMMUNE_MAGIC|IMMUNE_FIRE,IMMUNE_MAGIC|IMMUNE_FIRE,7,0,2124,
MT_HORNED,Horned Demon,Monsters\Rhino\Rhino%c.CL2,Monsters\Rhino\Rhino%c%i.WAV,nullptr,160,1630,true,true,false,8,8,14,6,16,6,2,1,1,1,1,1,12,16,13,40,80,AI_RHINO,MFLAG_SEARCH|MFLAG_CAOPEDOOR,0,60,7,2,16,100,0,5,32,40,MC_ANIMAL,0,RESIST_FIRE,7,0,1172,
MT_MUDRUN,Mud Runner,Monsters\Rhino\Rhino%c.CL2,Monsters\Rhino\Rhino%c%i.WAV,Monsters\Rhino\Orange.TRN,160,1630,true,true,true,8,8,14,6,16,6,2,1,1,1,1,1,14,18,15,50,90,AI_RHINO,MFLAG_SEARCH|MFLAG_CAOPEDOOR,1,70,7,6,18,100,0,12,36,45,MC_ANIMAL,0,RESIST_FIRE,7,0,1404,
MT_FROSTC,Frost Charger,Monsters\Rhino\Rhino%c.CL2,Monsters\Rhino\Rhino%c%i.WAV,Monsters\Rhino\Blue.TRN,160,1630,true,true,true,8,8,14,6,16,6,2,1,1,1,1,1,16,20,17,60,100,AI_RHINO,MFLAG_SEARCH|MFLAG_CAOPEDOOR,2,80,7,8,20,100,0,20,40,50,MC_ANIMAL,IMMUNE_MAGIC|RESIST_LIGHTNING,IMMUNE_MAGIC|RESIST_LIGHTNING,7,0,1720,
MT_OBLORD,Obsidian Lord,Monsters\Rhino\Rhino%c.CL2,Monsters\Rhino\Rhino%c%i.WAV,Monsters\Rhino\RhinoB.TRN,160,1630,true,true,true,8,8,14,6,16,6,2,1,1,1,1,1,18,22,19,70,110,AI_RHINO,MFLAG_SEARCH|MFLAG_CAOPEDOOR,3,90,7,10,22,100,0,20,50,55,MC_ANIMAL,IMMUNE_MAGIC|RESIST_LIGHTNING,IMMUNE_MAGIC|IMMUNE_FIRE|IMMUNE_LIGHTNING,7,0,1809,
MT_BONEDMN,oldboned,Monsters\Demskel\Demskl%c.CL2,Monsters\Thin\Thin%c%i.WAV,Monsters\Thin\Thinv3.TRN,128,1740,true,true,false,10,8,20,6,24,16,3,1,1,1,1,1,46,47,12,70,70,AI_STORM,0,0,60,8,6,14,12,0,0,0,50,MC_DEMON,IMMUNE_MAGIC|IMMUNE_NULL_40,IMMUNE_MAGIC|IMMUNE_NULL_40,7,0,1344,
MT_REDDTH,Red Death,Monsters\Thin\Thin%c.CL2,Monsters\Thin\Thin%c%i.WAV,Monsters\Thin\Thinv3.TRN,160,1740,true,true,true,8,8,18,4,17,14,3,1,1,1,1,1,14,18,16,96,96,AI_STORM,0,1,75,5,10,20,0,0,0,0,60,MC_DEMON,IMMUNE_MAGIC|IMMUNE_FIRE,IMMUNE_MAGIC|IMMUNE_FIRE,7,0,2168,
MT_LTCHDMN,Litch Demon,Monsters\Thin\Thin%c.CL2,Monsters\Thin\Thin%c%i.WAV,Monsters\Thin\Thinv3.TRN,160,1740,true,true,true,8,8,18,4,17,14,3,1,1,1,1,1,16,20,18,110,110,AI_STORM,0,2,80,5,10,24,0,0,0,0,45,MC_DEMON,IMMUNE_MAGIC|IMMUNE_LIGHTNING|IMMUNE_NULL_40,IMMUNE_MAGIC|IMMUNE_LIGHTNING|IMMUNE_NULL_40,7,0,2736,
MT_UDEDBLRG,Undead Balrog,Monsters\Thin\Thin%c.CL2,Monsters\Thin\Thin%c%i.WAV,Monsters\Thin\Thinv3.TRN,160,1740,true,true,true,8,8,18,4,17,14,3,1,1,1,1,1,20,24,22,130,130,AI_STORM,0,3,85,5,12,30,0,0,0,0,65,MC_DEMON,IMMUNE_MAGIC|RESIST_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,IMMUNE_MAGIC|RESIST_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,7,0,3575,
MT_INCIN,Incinerator,Monsters\Fireman\FireM%c.CL2,Monsters\Acid\Acid%c%i.WAV,nullptr,128,1460,true,false,false,14,19,20,8,14,23,1,1,1,1,1,1,40,43,16,30,45,AI_FIREMAN,0,0,75,8,8,16,0,0,0,0,25,MC_DEMON,IMMUNE_MAGIC|IMMUNE_FIRE,IMMUNE_MAGIC|IMMUNE_FIRE,3,0,1888,
MT_FLAMLRD,Flame Lord,Monsters\Fireman\FireM%c.CL2,Monsters\Acid\Acid%c%i.WAV,nullptr,128,1460,true,false,false,14,19,20,8,14,23,1,1,1,1,1,1,42,45,18,40,55,AI_FIREMAN,0,1,75,8,10,20,0,0,0,0,25,MC_DEMON,IMMUNE_MAGIC|IMMUNE_FIRE,IMMUNE_MAGIC|IMMUNE_FIRE,3,0,2250,
MT_DOOMFIRE,Doom Fire,Monsters\Fireman\FireM%c.CL2,Monsters\Acid\Acid%c%i.WAV,nullptr,128,1460,true,false,false,14,19,20,8,14,23,1,1,1,1,1,1,44,47,20,50,65,AI_FIREMAN,0,2,80,8,12,24,0,0,0,0,30,MC_DEMON,IMMUNE_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING,IMMUNE_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING,3,0,2740,
MT_HELLBURN,Hell Burner,Monsters\Fireman\FireM%c.CL2,Monsters\Acid\Acid%c%i.WAV,nullptr,128,1460,true,false,false,14,19,20,8,14,23,1,1,1,1,1,1,46,47,22,60,80,AI_FIREMAN,0,3,85,8,15,30,0,0,0,0,30,MC_DEMON,IMMUNE_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING,IMMUNE_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING,3,0,3355,
MT_STORM,Red Storm,Monsters\Thin\Thin%c.CL2,Monsters\Thin\Thin%c%i.WAV,Monsters\Thin\Thinv3.TRN,160,1740,true,true,true,8,8,18,4,17,14,3,1,1,1,1,1,17,21,18,55,110,AI_STORM,MFLAG_SEARCH|MFLAG_CAOPEDOOR,0,80,5,8,18,75,8,4,16,30,MC_DEMON,IMMUNE_MAGIC|RESIST_LIGHTNING,IMMUNE_MAGIC|IMMUNE_LIGHTNING,7,0,2160,
MT_RSTORM,Storm Rider,Monsters\Thin\Thin%c.CL2,Monsters\Thin\Thin%c%i.WAV,nullptr,160,1740,true,true,false,8,8,18,4,17,14,3,1,1,1,1,1,19,23,20,60,120,AI_STORM,MFLAG_SEARCH|MFLAG_CAOPEDOOR,1,80,5,8,18,80,8,4,16,30,MC_DEMON,RESIST_MAGIC|IMMUNE_LIGHTNING,IMMUNE_MAGIC|IMMUNE_LIGHTNING,7,0,2391,
MT_STORML,Storm Lord,Monsters\Thin\Thin%c.CL2,Monsters\Thin\Thin%c%i.WAV,Monsters\Thin\Thinv2.TRN,160,1740,true,true,true,8,8,18,4,17,14,3,1,1,1,1,1,21,25,22,75,135,AI_STORM,MFLAG_SEARCH|MFLAG_CAOPEDOOR,2,85,5,12,24,75,8,4,16,35,MC_DEMON,RESIST_MAGIC|IMMUNE_LIGHTNING,IMMUNE_MAGIC|IMMUNE_LIGHTNING,7,0,2775,
MT_MAEL,Maelstrom,Monsters\Thin\Thin%c.CL2,Monsters\Thin\Thin%c%i.WAV,Monsters\Thin\Thinv1.TRN,160,1740,true,true,true,8,8,18,4,17,14,3,1,1,1,1,1,23,27,24,90,150,AI_STORM,MFLAG_SEARCH|MFLAG_CAOPEDOOR,3,90,5,12,28,75,8,4,16,40,MC_DEMON,RESIST_MAGIC|IMMUNE_LIGHTNING|IMMUNE_NULL_40,IMMUNE_MAGIC|IMMUNE_LIGHTNING|IMMUNE_NULL_40,7,0,3177,
MT_BIGFALL,Devil KinB rute,Monsters\BigFall\Fallg%c.CL2,Monsters\newsfx\KBrute%c%i.WAV,nullptr,128,800,true,false,false,10,8,11,8,17,0,1,1,1,1,2,2,40,43,27,120,160,AI_SKELSD,MFLAG_SEARCH|MFLAG_CAOPEDOOR,3,100,6,18,24,0,0,0,0,70,MC_ANIMAL,RESIST_FIRE|RESIST_LIGHTNING,RESIST_MAGIC|RESIST_FIRE|RESIST_LIGHTNING,3,0,2400,
MT_WINGED,Winged-Demon,Monsters\Gargoyle\Gargo%c.CL2,Monsters\Gargoyle\Gargo%c%i.WAV,nullptr,160,1650,true,false,false,14,14,14,10,18,14,1,1,1,1,1,2,8,12,9,45,60,AI_GARG,MFLAG_CAOPEDOOR,0,50,7,10,16,0,0,0,0,45,MC_DEMON,IMMUNE_MAGIC|RESIST_FIRE|IMMUNE_NULL_40,IMMUNE_MAGIC|IMMUNE_FIRE|IMMUNE_NULL_40,6,0,662,
MT_GARGOYLE,Gargoyle,Monsters\Gargoyle\Gargo%c.CL2,Monsters\Gargoyle\Gargo%c%i.WAV,Monsters\Gargoyle\GarE.TRN,160,1650,true,false,true,14,14,14,10,18,14,1,1,1,1,1,2,12,16,13,60,90,AI_GARG,MFLAG_CAOPEDOOR,1,65,7,10,16,0,0,0,0,45,MC_DEMON,IMMUNE_MAGIC|RESIST_LIGHTNING|IMMUNE_NULL_40,IMMUNE_MAGIC|IMMUNE_LIGHTNING|IMMUNE_NULL_40,6,0,1205,
MT_BLOODCLW,Blood Claw,Monsters\Gargoyle\Gargo%c.CL2,Monsters\Gargoyle\Gargo%c%i.WAV,Monsters\Gargoyle\GargBr.TRN,160,1650,true,false,true,14,14,14,10,18,14,1,1,1,1,1,1,16,20,19,75,125,AI_GARG,MFLAG_CAOPEDOOR,2,80,7,14,22,0,0,0,0,50,MC_DEMON,IMMUNE_MAGIC|IMMUNE_FIRE|IMMUNE_NULL_40,IMMUNE_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,6,0,1873,
MT_DEATHW,Death Wing,Monsters\Gargoyle\Gargo%c.CL2,Monsters\Gargoyle\Gargo%c%i.WAV,Monsters\Gargoyle\GargB.TRN,160,1650,true,false,true,14,14,14,10,18,14,1,1,1,1,1,1,18,22,23,90,150,AI_GARG,MFLAG_CAOPEDOOR,3,95,7,16,28,0,0,0,0,60,MC_DEMON,IMMUNE_MAGIC|IMMUNE_LIGHTNING|IMMUNE_NULL_40,IMMUNE_MAGIC|RESIST_FIRE|IMMUNE_LIGHTNING|IMMUNE_NULL_40,6,0,2278,
MT_MEGA,Slayer,Monsters\Mega\Mega%c.CL2,Monsters\Mega\Mega%c%i.WAV,nullptr,160,2220,true,true,false,6,7,14,1,24,5,3,1,1,1,2,1,19,23,20,120,140,AI_MEGA,MFLAG_SEARCH|MFLAG_CAOPEDOOR,0,100,8,12,20,0,3,0,0,60,MC_DEMON,RESIST_MAGIC|IMMUNE_FIRE,RESIST_MAGIC|IMMUNE_FIRE,7,0,2300,
MT_GUARD,Guardian,Monsters\Mega\Mega%c.CL2,Monsters\Mega\Mega%c%i.WAV,Monsters\Mega\Guard.TRN,160,2220,true,true,true,6,7,14,1,24,5,3,1,1,1,2,1,21,25,22,140,160,AI_MEGA,MFLAG_SEARCH|MFLAG_CAOPEDOOR,1,110,8,14,22,0,3,0,0,65,MC_DEMON,RESIST_MAGIC|IMMUNE_FIRE,RESIST_MAGIC|IMMUNE_FIRE,7,0,2714,
MT_VTEXLRD,Vortex Lord,Monsters\Mega\Mega%c.CL2,Monsters\Mega\Mega%c%i.WAV,Monsters\Mega\Vtexl.TRN,160,2220,true,true,true,6,7,14,1,24,5,3,1,1,1,2,1,23,26,24,160,180,AI_MEGA,MFLAG_SEARCH|MFLAG_CAOPEDOOR,2,120,8,18,24,0,3,0,0,70,MC_DEMON,RESIST_MAGIC|IMMUNE_FIRE|IMMUNE_NULL_40,RESIST_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,7,0,3252,
MT_BALROG,Balrog,Monsters\Mega\Mega%c.CL2,Monsters\Mega\Mega%c%i.WAV,Monsters\Mega\Balr.TRN,160,2220,true,true,true,6,7,14,1,24,5,3,1,1,1,2,1,25,29,26,180,200,AI_MEGA,MFLAG_SEARCH|MFLAG_CAOPEDOOR,3,130,8,22,30,0,3,0,0,75,MC_DEMON,RESIST_MAGIC|IMMUNE_FIRE|IMMUNE_NULL_40,RESIST_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,7,0,3643,
MT_NSNAKE,Cave Viper,Monsters\Snake\Snake%c.CL2,Monsters\Snake\Snake%c%i.WAV,nullptr,160,1270,false,false,false,12,11,13,5,18,0,2,1,1,1,1,1,20,24,21,100,150,AI_SNAKE,MFLAG_SEARCH,0,90,8,8,20,0,0,0,0,60,MC_DEMON,IMMUNE_MAGIC,IMMUNE_MAGIC,7,0,2725,
MT_RSNAKE,Fire Drake,Monsters\Snake\Snake%c.CL2,Monsters\Snake\Snake%c%i.WAV,Monsters\Snake\SnakR.TRN,160,1270,false,false,true,12,11,13,5,18,0,2,1,1,1,1,1,22,26,23,120,170,AI_SNAKE,MFLAG_SEARCH,1,105,8,12,24,0,0,0,0,65,MC_DEMON,IMMUNE_MAGIC|RESIST_FIRE,IMMUNE_MAGIC|IMMUNE_FIRE,7,0,3139,
MT_BSNAKE,Gold Viper,Monsters\Snake\Snake%c.CL2,Monsters\Snake\Snake%c%i.WAV,Monsters\Snake\Snakg.TRN,160,1270,false,false,true,12,11,13,5,18,0,2,1,1,1,1,1,24,27,25,140,180,AI_SNAKE,MFLAG_SEARCH,2,120,8,15,26,0,0,0,0,70,MC_DEMON,IMMUNE_MAGIC|RESIST_LIGHTNING,IMMUNE_MAGIC|RESIST_LIGHTNING,7,0,3540,
MT_GSNAKE,Azure Drake,Monsters\Snake\Snake%c.CL2,Monsters\Snake\Snake%c%i.WAV,Monsters\Snake\Snakb.TRN,160,1270,false,false,true,12,11,13,5,18,0,2,1,1,1,1,1,28,30,27,160,200,AI_SNAKE,MFLAG_SEARCH,3,130,8,18,30,0,0,0,0,75,MC_DEMON,RESIST_FIRE|RESIST_LIGHTNING,IMMUNE_MAGIC|RESIST_FIRE|IMMUNE_LIGHTNING,7,0,3791,
MT_NBLACK,Black Knight,Monsters\Black\Black%c.CL2,Monsters\Black\Black%c%i.WAV,nullptr,160,2120,false,false,false,8,8,16,4,24,0,2,1,1,1,1,1,23,27,24,150,150,AI_SKELSD,MFLAG_SEARCH,0,110,8,15,20,0,0,0,0,75,MC_DEMON,RESIST_MAGIC|RESIST_LIGHTNING|IMMUNE_NULL_40,RESIST_MAGIC|IMMUNE_LIGHTNING|IMMUNE_NULL_40,7,0,3360,
MT_RTBLACK,Doom Guard,Monsters\Black\Black%c.CL2,Monsters\Black\Black%c%i.WAV,Monsters\Black\BlkKntRT.TRN,160,2120,false,false,true,8,8,16,4,24,0,2,1,1,1,1,1,25,29,26,165,165,AI_SKELSD,MFLAG_SEARCH,0,130,8,18,25,0,0,0,0,75,MC_DEMON,RESIST_MAGIC|RESIST_FIRE|IMMUNE_NULL_40,RESIST_MAGIC|IMMUNE_FIRE|IMMUNE_NULL_40,7,0,3650,
MT_BTBLACK,Steel Lord,Monsters\Black\Black%c.CL2,Monsters\Black\Black%c%i.WAV,Monsters\Black\BlkKntBT.TRN,160,2120,false,false,true,8,8,16,4,24,0,2,1,1,1,1,1,27,30,28,180,180,AI_SKELSD,MFLAG_SEARCH,1,120,8,20,30,0,0,0,0,80,MC_DEMON,RESIST_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,IMMUNE_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,7,0,4252,
MT_RBLACK,Blood Knight,Monsters\Black\Black%c.CL2,Monsters\Black\Black%c%i.WAV,Monsters\Black\BlkKntBe.TRN,160,2120,false,false,true,8,8,16,4,24,0,2,1,1,1,1,1,24,26,30,200,200,AI_SKELSD,MFLAG_SEARCH,1,130,8,25,35,0,0,0,0,85,MC_DEMON,IMMUNE_MAGIC|RESIST_FIRE|IMMUNE_LIGHTNING|IMMUNE_NULL_40,IMMUNE_MAGIC|RESIST_FIRE|IMMUNE_LIGHTNING|IMMUNE_NULL_40,7,0,5130,
MT_UNRAV,The Shredded,Monsters\Unrav\Unrav%c.CL2,Monsters\newsfx\Shred%c%i.WAV,nullptr,96,484,false,false,false,10,10,12,5,16,0,1,1,1,1,1,1,32,35,23,70,90,AI_SKELSD,0,0,75,7,4,12,0,0,0,0,65,MC_UNDEAD,RESIST_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,RESIST_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,3,0,900,
MT_HOLOWONE,Hollow One,Monsters\Unrav\Unrav%c.CL2,Monsters\Acid\Acid%c%i.WAV,nullptr,96,484,false,false,false,10,10,12,5,16,0,1,1,1,1,1,1,34,37,27,135,240,AI_SKELSD,0,1,75,7,12,24,0,0,0,0,75,MC_UNDEAD,IMMUNE_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,IMMUNE_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,3,0,4374,
MT_PAINMSTR,Pain Master,Monsters\Unrav\Unrav%c.CL2,Monsters\Acid\Acid%c%i.WAV,nullptr,96,484,false,false,false,10,10,12,5,16,0,1,1,1,1,1,1,36,39,29,110,200,AI_SKELSD,0,2,80,7,16,30,0,0,0,0,80,MC_UNDEAD,IMMUNE_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,IMMUNE_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,3,0,5147,
MT_REALWEAV,Reality Weaver,Monsters\Unrav\Unrav%c.CL2,Monsters\Acid\Acid%c%i.WAV,nullptr,96,484,false,false,false,10,10,12,5,16,0,1,1,1,1,1,1,38,39,30,135,240,AI_SKELSD,0,3,85,7,20,35,0,0,0,0,85,MC_UNDEAD,RESIST_MAGIC|IMMUNE_FIRE|IMMUNE_LIGHTNING|IMMUNE_NULL_40,RESIST_MAGIC|IMMUNE_FIRE|IMMUNE_LIGHTNING|IMMUNE_NULL_40,3,0,5925,
MT_SUCCUBUS,Succubus,Monsters\Succ\Scbs%c.CL2,Monsters\Succ\Scbs%c%i.WAV,nullptr,128,980,false,false,false,14,8,16,7,24,0,1,1,1,1,1,1,22,26,24,120,150,AI_SUCC,MFLAG_CAOPEDOOR,0,100,10,1,20,0,0,0,0,60,MC_DEMON,RESIST_MAGIC,IMMUNE_MAGIC|RESIST_FIRE,3,0,3696,
MT_SNOWWICH,Snow Witch,Monsters\Succ\Scbs%c.CL2,Monsters\Succ\Scbs%c%i.WAV,Monsters\Succ\Succb.TRN,128,980,false,false,true,14,8,16,7,24,0,1,1,1,1,1,1,25,28,26,135,175,AI_SUCC,MFLAG_CAOPEDOOR,1,110,10,1,24,0,0,0,0,65,MC_DEMON,RESIST_LIGHTNING|IMMUNE_NULL_40,IMMUNE_MAGIC|RESIST_LIGHTNING|IMMUNE_NULL_40,3,0,4084,
MT_HLSPWN,Hell Spawn,Monsters\Succ\Scbs%c.CL2,Monsters\Succ\Scbs%c%i.WAV,Monsters\Succ\Succrw.TRN,128,980,false,false,true,14,8,16,7,24,0,1,1,1,1,1,1,27,30,28,150,200,AI_SUCC,MFLAG_SEARCH|MFLAG_CAOPEDOOR,2,115,10,1,30,0,0,0,0,75,MC_DEMON,RESIST_MAGIC|IMMUNE_LIGHTNING,IMMUNE_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING,3,0,4480,
MT_SOLBRNR,Soul Burner,Monsters\Succ\Scbs%c.CL2,Monsters\Succ\Scbs%c%i.WAV,Monsters\Succ\Succbw.TRN,128,980,false,false,true,14,8,16,7,24,0,1,1,1,1,1,1,28,30,30,140,225,AI_SUCC,MFLAG_SEARCH|MFLAG_CAOPEDOOR,3,120,10,1,35,0,0,0,0,85,MC_DEMON,RESIST_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING,IMMUNE_MAGIC|IMMUNE_FIRE|IMMUNE_LIGHTNING,3,0,4644,
MT_COUNSLR,Counselor,Monsters\Mage\Mage%c.CL2,Monsters\Mage\Mage%c%i.WAV,nullptr,128,2000,true,false,false,12,1,20,8,28,20,1,1,1,1,1,1,24,26,25,70,70,AI_COUNSLR,MFLAG_CAOPEDOOR,0,90,8,8,20,0,0,0,0,0,MC_DEMON,RESIST_MAGIC|RESIST_FIRE|RESIST_LIGHTNING,RESIST_MAGIC|RESIST_FIRE|RESIST_LIGHTNING,7,0,4070,
MT_MAGISTR,Magistrate,Monsters\Mage\Mage%c.CL2,Monsters\Mage\Mage%c%i.WAV,Monsters\Mage\Cnselg.TRN,128,2000,true,false,true,12,1,20,8,28,20,1,1,1,1,1,1,26,28,27,85,85,AI_COUNSLR,MFLAG_CAOPEDOOR,1,100,8,10,24,0,0,0,0,0,MC_DEMON,RESIST_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,IMMUNE_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,7,0,4478,
MT_CABALIST,Cabalist,Monsters\Mage\Mage%c.CL2,Monsters\Mage\Mage%c%i.WAV,Monsters\Mage\Cnselgd.TRN,128,2000,true,false,true,12,1,20,8,28,20,1,1,1,1,1,1,28,30,29,120,120,AI_COUNSLR,MFLAG_CAOPEDOOR,2,110,8,14,30,0,0,0,0,0,MC_DEMON,RESIST_MAGIC|RESIST_FIRE|IMMUNE_LIGHTNING|IMMUNE_NULL_40,IMMUNE_MAGIC|RESIST_FIRE|IMMUNE_LIGHTNING|IMMUNE_NULL_40,7,0,4929,
MT_ADVOCATE,Advocate,Monsters\Mage\Mage%c.CL2,Monsters\Mage\Mage%c%i.WAV,Monsters\Mage\Cnselbk.TRN,128,2000,true,false,true,12,1,20,8,28,20,1,1,1,1,1,1,30,30,30,145,145,AI_COUNSLR,MFLAG_CAOPEDOOR,3,120,8,15,25,0,0,0,0,0,MC_DEMON,IMMUNE_MAGIC|RESIST_FIRE|IMMUNE_LIGHTNING|IMMUNE_NULL_40,IMMUNE_MAGIC|IMMUNE_FIRE|IMMUNE_LIGHTNING|IMMUNE_NULL_40,7,0,4968,
MT_GOLEM,Golem,Monsters\Golem\Golem%c.CL2,Monsters\Golem\Golm%c%i.WAV,nullptr,96,386,true,false,false,0,16,12,0,12,20,1,1,1,1,1,1,0,0,12,1,1,AI_GOLUM,MFLAG_CAOPEDOOR,0,0,7,1,1,0,0,0,0,1,MC_DEMON,0,0,0,0,0,
MT_DIABLO,The Dark Lord,Monsters\Diablo\Diablo%c.CL2,Monsters\Diablo\Diablo%c%i.WAV,nullptr,160,2000,true,true,false,16,6,16,6,16,16,1,1,1,1,1,1,50,50,45,3333,3333,AI_DIABLO,MFLAG_KNOCKBACK|MFLAG_SEARCH|MFLAG_CAOPEDOOR,3,220,4,30,60,0,11,0,0,90,MC_DEMON,IMMUNE_MAGIC|RESIST_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,IMMUNE_MAGIC|RESIST_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,7,0,31666,
MT_DARKMAGE,The Arch-Litch Malignus,Monsters\DarkMage\Dmage%c.CL2,Monsters\DarkMage\Dmag%c%i.WAV,nullptr,128,1060,true,false,false,6,1,21,6,23,18,1,1,1,1,1,1,40,41,30,160,160,AI_COUNSLR,MFLAG_CAOPEDOOR,3,120,8,20,40,0,0,0,0,70,MC_DEMON,RESIST_MAGIC|RESIST_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,IMMUNE_MAGIC|IMMUNE_FIRE|IMMUNE_LIGHTNING|IMMUNE_NULL_40,7,0,4968,
MT_HELLBOAR,Hellboar,Monsters\Fork\Fork%c.CL2,Monsters\newsfx\HBoar%c%i.WAV,nullptr,188,800,false,false,false,10,10,15,6,16,0,2,1,1,1,1,1,32,35,23,80,100,AI_SKELSD,MFLAG_KNOCKBACK|MFLAG_SEARCH,2,70,7,16,24,0,0,0,0,60,MC_DEMON,0,RESIST_FIRE|RESIST_LIGHTNING,3,0,750,
MT_STINGER,Stinger,Monsters\Scorp\Scorp%c.CL2,Monsters\newsfx\Stingr%c%i.WAV,nullptr,64,305,false,false,false,10,10,12,6,15,0,2,1,1,1,1,1,32,35,22,30,40,AI_SKELSD,0,3,85,8,1,20,0,0,0,0,50,MC_ANIMAL,0,RESIST_LIGHTNING,1,0,500,
MT_PSYCHORB,Psychorb,Monsters\Eye\Eye%c.CL2,Monsters\newsfx\psyco%c%i.WAV,nullptr,156,800,false,false,false,12,13,13,7,21,0,2,1,1,1,1,1,32,35,22,20,30,AI_PSYCHORB,0,3,80,8,10,10,0,0,0,0,40,MC_ANIMAL,0,RESIST_FIRE,6,0,450,
MT_ARACHNON,Arachnon,Monsters\Spider\Spider%c.CL2,Monsters\newsfx\SLord%c%i.WAV,nullptr,148,800,false,false,false,12,10,15,6,20,0,2,1,1,1,1,1,32,35,22,60,80,AI_SKELSD,MFLAG_SEARCH,3,50,8,5,15,0,0,0,0,50,MC_ANIMAL,0,RESIST_LIGHTNING,7,0,500,
MT_FELLTWIN,Felltwin,Monsters\TSneak\TSneak%c.CL2,Monsters\newsfx\FTwin%c%i.WAV,nullptr,128,800,false,false,false,13,13,15,11,16,0,2,1,1,1,1,1,32,35,22,50,70,AI_SKELSD,MFLAG_SEARCH|MFLAG_CAOPEDOOR,3,70,8,10,18,0,0,0,0,50,MC_DEMON,IMMUNE_NULL_40,RESIST_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,3,0,600,
MT_HORKSPWN,Hork Spawn,Monsters\Spawn\Spawn%c.CL2,Monsters\newsfx\HSpawn%c%i.WAV,nullptr,164,520,false,true,false,15,12,14,11,14,0,1,1,1,1,1,1,34,37,22,30,30,AI_SKELSD,0,3,60,8,10,25,0,0,0,0,25,MC_DEMON,RESIST_MAGIC,RESIST_MAGIC,3,0,250,
MT_VENMTAIL,Venomtail,Monsters\WScorp\WScorp%c.CL2,Monsters\newsfx\Stingr%c%i.WAV,nullptr,86,305,false,false,false,10,10,12,6,15,0,2,1,1,1,1,1,36,39,24,40,50,AI_SKELSD,0,3,85,8,1,30,0,0,0,0,60,MC_ANIMAL,RESIST_LIGHTNING,IMMUNE_LIGHTNING,1,0,1000,
